,SMILES,Unit,sol_final
326,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,ug/mL,0.032
327,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)[O-].[Na+],ug/mL,0.056
328,C1CN2CCC1C(C2)CN3C4=CC=CC=C4SC5=CC=CC=C53,ug/mL,0.0484
329,CC(C)NCC(C1=CC(=CC(=C1)O)O)O,mg/L,0.0097
330,CC(=C)C(=O)O,mg/mL,100.0
331,CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C,ug/mL,0.0354
332,C1N2CN3CN1CN(C2)C3,ug/mL,0.021
333,COC1=CC=CC=C1OCC(COC(=O)N)O,ug/mL,0.0299
334,CC(CC1=CC=CC=C1OC)NC,mg/L,0.0013
335,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CS3,ug/mL,0.0003
336,COS(=O)(=O)C,mg/mL,100.0
337,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,mg/L,1.255
338,CC1=NC=C(N1CCO)[N+](=O)[O-],ug/mL,0.0257
339,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2,ug/mL,0.0339
340,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,ug/mL,0.0314
341,CC(C#CC#CC#CC#CCCCCCCCC(=O)O)O,mg/L,0.0049
342,C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl,ug/mL,0.0403
343,CCC1(CCC(O1)C2(CCC3(O2)CC(C(C(O3)C(C)C(C(C)C(=O)O)OC)C)O)C)C4C(CC(O4)C5C(CC(C(O5)(CO)O)C)C)C,mg/L,0.003
344,CC1C(=O)OC2CCN3C2C(=CC3)COC(=O)C(C1(C)O)(C)O,mg/L,0.009
345,CC1=CC(=C(C=C1OC(=O)C)C(C)C)OCCN(C)C,ml,0.0474
346,C1=C(ONC1=O)CN,mg/L,0.0057
347,COC1=CC(=CC2=C1OCO2)CC=C,mg/L,0.0464
348,CCN(CC)C(=O)C1=CC=CC(=C1)C,ug/mL,0.0196
349,CC(=O)NBr,mg/mL,100.0
350,CNC(=O)C1=NC=C2C(=C1)C3=CC=CC=C3N2,ug/mL,0.0275
351,C1=CC=C(C=C1)CCNC2=C3C(=NC=N2)N(C=N3)C4C(C(C(O4)CO)O)O,ug/mL,0.0557
352,C1CCC(C1)NC2=C3C(=NC=N2)N(C=N3)C4C(C(C(O4)CO)O)O,ug/mL,0.0503
353,CC(C)(C)NCC(COC1=CC=CC2=C1CC(C(C2)O)O)O,ug/mL,0.0464
354,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,ug/mL,0.0326
355,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C(C(=C3)O)C(=O)CCC4=CC(=C(C=C4)OC)O)O)CO)O)O)O)O)O,mg/L,0.3421
356,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,ug/mL,0.0399
357,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2,ug/mL,0.0336
358,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C3=CN=CC=C3,ug/mL,0.0452
359,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,ug/mL,0.0452
360,C1CC(CNC1)C(=O)O,ug/mL,0.0004
361,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,ug/mL,0.0422
362,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],mg/mL,0.1
363,CN1CC(C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3,mg/L,0.28
364,CN1CCC2=CC3=C(C(=C2C1C4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3,mg/mL,0.044
365,C1=CC=C(C=C1)CCCNC2=C(C=C(C=C2)[N+](=O)[O-])C(=O)O,ug/mL,0.045
366,C1=CC=C(C=C1)COC2=NC(=NC3=C2NC=N3)N,ug/mL,0.0359
367,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,ug/mL,0.0354
368,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,mg/L,0.0004
369,CCS(=O)CCSP(=O)(OC)OC,mg/mL,10.0
370,CCC(CC)(C1=CC=CC=C1)C(=O)OCCOCCN(CC)CC,ug/mL,0.0477
371,CCCCOC1=C(C=CC(=C1)C(=O)OCCN(CC)CC)N,ug/mL,0.0427
372,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,ug/mL,0.0427
373,C1=CC(=C(C=C1N)O)C(=O)O,ug/mL,0.023
374,C1=CC(=CC=C1CC(C(=O)O)N)Cl,mg/L,0.961
375,CCCCCCCCCCCCCCCC(=O)NCCO,mg/L,0.0004
376,CC(C)(CO)C(C(=O)NCCCO)O,ug/mL,0.0308
377,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,mg/L,0.0037
378,C1=CC(=CC=C1O)Cl,mg/mL,10.0
379,CN1C=NC2=C1C(=O)N(C(=O)N2)C,ug/mL,0.027
380,CCOC1=CC=C(C=C1)NC(=O)C,ug/mL,0.0261
381,C1=CC=C2C(=C1)N=C3C=CC=CC3=N2,ug/mL,0.0123
382,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,ug/mL,0.0348
383,C1=CC=C(C=C1)N=C(N)N=C(N)N,ug/mL,0.0266
384,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,ug/mL,0.0463
385,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O,mg/mL,0.123
386,COC1=C(C2=C(C=CO2)C3=C1C=CC(=O)O3)OC,mg/L,0.647
387,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,ug/mL,0.0372
388,C1CC(=O)N(C1)CC(=O)N,mg/L,0.0083
389,[Cl-].[K+],mg/mL,100.0
390,C[N+]1=CC=CC=C1C=NO,mg/L,0.001
391,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,ug/mL,0.0469
392,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2,mg/L,1.3
393,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,ug/mL,0.0327
394,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,ug/mL,0.0428
395,C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O,ml,0.03
396,CN1CCC2=CC3=C(C=C2C(=O)CC4=C(C1)C5=C(C=C4)OCO5)OCO3,mg/L,0.009
397,CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C=C)C)C(=C4CCC(=O)O)C)C(=C3C)CCC(=O)O)C=C,mg/L,0.009
398,CC(CN1C=NC2=C1C(=O)N(C(=O)N2C)C)O,ug/mL,0.0357
399,CC1=CC(=O)C2=C(C3=C(C=C(C4=C3C5=C2C1=C6C(=CC(=O)C7=C(C8=C(C=C(C4=C8C5=C67)O)O)O)CO)O)O)O,mg/L,0.0028
400,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,ug/mL,0.0373
401,CC1C=C(C(=O)C2(C1CC3C4(C2C(=O)C(=C(C4CC(=O)O3)C)OC)C)C)OC,mg/L,0.5663
402,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,ug/mL,0.0494
403,C1=CC(=CC(=C1)O)O,mg/mL,100.0
404,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,ug/mL,0.0221
405,CC(C12CC3CC(C1)CC(C3)C2)N,ml,0.05
406,CC1=C(C(=O)N2C=CSC2=N1)CCN3CCC(=C(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)CC3,ug/mL,0.0122
407,CCCCOC1=C(C=CC(=C1)CC2CNC(=O)N2)OC,ug/mL,0.0418
408,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,mg/mL,25.0
409,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,mg/mL,100.0
410,CCC(C1CCC(C(O1)C(C)C(C(C)C(=O)C(CC)C2C(CC(C3(O2)C=CC(C4(O3)CCC(O4)(C)C5CCC(C(O5)C)(CC)O)O)C)C)O)C)C(=O)O,mg/L,0.0073
411,C[N+]1=C2C(=C3C=CC4=C(C3=C1)OCO4)C=CC5=CC6=C(C=C52)OCO6,mg/L,0.0033
412,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,mg/L,0.0774
413,[Na+].[Cl-],mg/mL,100.0
414,[F-].[Na+],mg/mL,10.0
415,C(C(=O)O)I,mg/mL,100.0
416,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F,ug/mL,0.0501
417,CC1=CN(C(=O)NC1=O)C2CCC(O2)CO,ug/mL,0.0339
418,CCCCCCCCCCCCCCCCCC(=O)O,mg/mL,10.0
419,CC1=C(C(=C(N=C1C(=O)O)C2=NC3=C(C=C2)C(=O)C(=C(C3=O)N)OC)N)C4=C(C(=C(C=C4)OC)OC)O,ug/mL,0.0749
420,CC(=O)CC(=O)CCC(=O)O,mg/L,0.0026
421,C1=CC(=CC=C1NC(=O)CCC(=O)O)S(=O)(=O)NC2=NC=CS2,ug/mL,0.0514
422,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,ug/mL,0.0321
423,C1=CC(=CC=C1N)S(=O)(=O)N=C(N)N,ug/mL,0.0321
424,CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N,ug/mL,0.0321
425,COC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,ug/mL,0.042
426,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,ug/mL,0.0405
427,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,ug/mL,0.038
428,C1=CC(=CC=C1N)S(=O)(=O)N,ug/mL,0.0258
429,C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N,ug/mL,0.0006
430,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,ug/mL,0.0331
431,C1=CC=C2C(=C1)N=CC(=N2)NS(=O)(=O)C3=CC=C(C=C3)N,ug/mL,0.0451
432,C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4,ug/mL,0.0607
433,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,ug/mL,0.0401
434,CS(=O)CCCCN=C=S,mg/L,0.0014
435,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,ug/mL,0.0512
436,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,ug/mL,0.0403
437,CCN(CC)CCS(=O)(=O)C1CCN2C1C(=O)OC(C(C=CC(=O)NCC=CC(=CC(CC(=O)CC3=NC(=CO3)C2=O)O)C)C)C(C)C,mg/L,0.0269
438,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,mg/L,0.0018
439,C1CC(OC1)N2C=C(C(=O)NC2=O)F,ug/mL,0.0299
440,C1CC(C2=CC=CC=C2C1)C3=NCCN3,mg/L,0.0311
441,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,ug/mL,0.0302
442,C1CN1P(=S)(N2CC2)N3CC3,ug/mL,0.0284
443,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C,ug/mL,0.0371
444,CCN(CC)C(=O)C1=CN=CC=C1,mg/mL,100.0
445,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,ug/mL,0.0406
446,CCN(CC)C1=CC(=NC2=NC=NN12)C,ug/mL,0.0308
447,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,mg/L,0.0276
448,C(Br)(Br)Br,mg/mL,0.1
449,C(CNCCNCCN)N,mg/mL,100.0
450,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,mg/mL,100.0
451,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],mg/mL,0.1
452,C[N+]1=CC=CC(=C1)C(=O)[O-],mg/L,0.001
453,CC1(C(=O)N(C(=O)O1)C)C,ug/mL,0.0003
454,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C(=C2)OC)OC)OC,ug/mL,0.0003
455,CC1=CC(=O)OC2=C1C=C3C=C(OC3=C2C)C,mg/L,0.0215
456,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2,ug/mL,0.0427
457,CCOC(=O)N,mg/mL,100.0
458,CC1=C(C(=C2C(=C1O)C3(C(=CC(=O)C(C3=O)C(=O)C)O2)C)C(=O)C)O,ml,0.025
459,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O,mg/mL,100.0
460,C1CCC(C(C1)N2CCC(CC2)C3=CC=CC=C3)O,ug/mL,0.0389
461,CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC,ml,0.045
462,CC1=C(C(=CC=C1)NC2=CC(=NC(=N2)SCC(=O)O)Cl)C,mg/L,0.0474
463,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,ug/mL,0.0318
464,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,ug/mL,0.0583
465,C(=N)(N)N.Cl,ml,0.0
466,C1=CC(=C(C(=C1)Cl)C(=O)O)Cl,mg/mL,10.0
467,CCN(CC)CCOC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2.Cl,ug/mL,0.0522
468,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O,mg/L,0.0046
469,C1(=O)C(=O)NC(=O)NC1=O,mg/mL,100.0
470,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,mg/mL,73.5
471,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)F)CO)O,mg/mL,73.5
472,C1=CC=C(C=C1)C(C2=NC3=CC=CC=C3N2)O,ug/mL,0.0336
473,C1=CC=C2C(=C1)NC=N2,ug/mL,0.0177
474,C1=CC=C(C(=C1)N)O,mg/mL,0.1
475,CC(C)NCC(C1=CC(=C(C=C1)O)O)O.Cl,ug/mL,0.0372
476,CNC[C@@H](C1=CC(=C(C=C1)O)O)O,mg/mL,0.1
477,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C.COS(=O)(=O)[O-],ug/mL,0.0502
478,COP(=O)(C(C(Cl)(Cl)Cl)O)OC,mg/mL,10.0
479,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CCCC[C@H]34,mg/L,0.0008
480,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31.Cl,ug/mL,0.0481
481,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,mg/mL,752.5
482,C1=NN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,ug/mL,0.0362
483,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,mg/L,0.21
484,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)I)CO)O,mg/L,0.21
485,C[C@@H]([C@@H](C1=CC(=CC=C1)O)O)N,mg/L,0.21
486,CC[C@H]1[C@H](COC1=O)CC2=CN=CN2C.Cl,ug/mL,0.0367
487,CC[C@H]1[C@H](COC1=O)CC2=CN=CN2C,ug/mL,0.0367
488,C1CCC2=NN=NN2CC1,mg/mL,100.0
489,C1=CN=CC(=C1N)N,ug/mL,0.0122
490,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O,ug/mL,0.0114
491,CCN(CC)N=O,mg/mL,100.0
492,C[N+](C)(C)CC#CCOC(=O)NC1=CC(=CC=C1)Cl.[Cl-],ug/mL,0.0476
493,CC1=CC(=CC=C1)N=NC2=CC=C(C=C2)N(C)C,ug/mL,0.0004
494,CN(CCCl)CCCl.Cl,mg/mL,100.0
495,CC(C)OP(=O)(OC(C)C)F,mg/mL,100.0
496,C(CN)CNCCCN,ml,0.01
497,CC[N+](CC)(CC)CC.[Cl-],ug/mL,0.0203
498,COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3CC4CCN3C[C@@H]4C=C)O,mg/mL,0.1
499,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],ug/mL,0.0279
500,C[N+](C)(C)CC(CC(=O)O)O.[Cl-],ug/mL,0.0296
501,C=CCN=C=S,mg/mL,0.1
502,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,mg/mL,100.0
503,CN1CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C6[C@@H](CC7=CC(=C(C=C7)O)O3)[N+](CCC6=CC(=C5O)OC)(C)C)OC,ml,0.025
504,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C,mg/mL,100.0
505,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C,mg/mL,100.0
506,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl,mg/mL,100.0
507,CC1=NC=C(C(=C1O)CO)CO.Cl,mg/mL,10.0
508,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,ug/mL,0.0349
509,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,mg/L,0.025
510,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)Br)CO)O,mg/mL,10.0
511,C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)N=C(N3)N,mg/mL,0.0016
512,C1=CC=C2C(=C1)NC(=O)O2,ug/mL,0.0203
513,C1COCCN1N=O,mg/mL,100.0
514,CC(CC1=CC=CC=C1)N.CC(CC1=CC=CC=C1)N.OS(=O)(=O)O,mg/mL,50.0
515,CC(=O)OCC[N+](C)(C)C.[Cl-],ug/mL,0.0272
516,CC(C(C1=C(C=CC(=C1)OC)OC)O)N.Cl,ug/mL,0.0372
517,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC.Cl,ml,0.01
518,CNCCC1=CNC2=CC=CC=C21,ug/mL,0.0261
519,CC[N+](C)(C)CC1=CC=CC=C1Br.CC1=CC=C(C=C1)S(=O)(=O)[O-],ug/mL,0.0622
520,CCOS(=O)(=O)C,mg/mL,50.0
521,CC(C[N+](C)(C)C)OC(=O)C.[Cl-],ug/mL,0.0294
522,C1=CC=C(C=C1)N,mg/mL,10.0
523,CN(C)N=O,mg/mL,100.0
524,CNC(=O)OC1=CC=CC2=CC=CC=C21,ug/mL,0.0302
525,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,mg/mL,50.0
526,C1=CC=C(C=C1)C[C@@H](C(=O)O)N,mg/mL,10.0
527,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)CO)CCC4=CC(=O)CC[C@]34C,mg/mL,0.0595
528,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,mg/mL,100.0
529,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,mg/mL,100.0
530,C[C@H]1C[C@@H](C(=O)[C@@H](C1)[C@@H](CC2CC(=O)NC(=O)C2)O)C,mg/mL,10.0
531,C1=CC(=O)OC2=CC3=C(C=CO3)C=C21,mg/L,0.0652
532,C1C(=O)NC(=O)NC1=O,mg/mL,1.9
533,CS(=O)(=O)C,mg/L,0.006
534,CN(C)C=O,mg/mL,100.0
535,CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC.Cl.Cl,mg/mL,10.0
536,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl.Cl,mg/mL,100.0
537,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,mg/mL,100.0
538,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O.Cl,ug/mL,0.042
539,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,ug/mL,0.0365
540,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O,ug/mL,0.0444
541,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])F,mg/mL,0.1
542,CCCCCO,mg/mL,10.0
543,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)OC,mg/L,0.0003
544,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=C(C=C(C=C4C=C3S(=O)(=O)[O-])S(=O)(=O)[O-])N)O)C)N=NC5=C(C6=C(C=C(C=C6C=C5S(=O)(=O)[O-])S(=O)(=O)[O-])N)O.[Na+].[Na+].[Na+].[Na+],mg/mL,10.0
545,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=C(C=C(C=C4C=C3S(=O)(=O)O)S(=O)(=O)O)N)O)C)N=NC5=C(C6=C(C=C(C=C6C=C5S(=O)(=O)O)S(=O)(=O)O)N)O,mg/mL,10.0
546,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CCC4=CC(=O)C=C[C@]34C,mg/L,0.0097
547,CI,mg/mL,10.0
548,CN,mg/mL,100.0
549,CC#N,mg/mL,100.0
550,C(Cl)Cl,mg/mL,10.0
551,C(F)F,mg/L,0.0013
552,C(Cl)(Cl)Br,mg/mL,10.0
553,C=C(Cl)Cl,mg/mL,10.0
554,C[N+](=O)[O-],mg/mL,100.0
555,CC1CN1,mg/mL,100.0
556,CC1CO1,mg/mL,100.0
557,CC(C)(C)O,mg/mL,100.0
558,C(F)(Cl)(Cl)Cl,mg/mL,10.0
559,CC(C)(C#N)O,mg/mL,100.0
560,CC(C)(C)OO,mg/mL,100.0
561,C(C(Cl)(Cl)Cl)(Cl)Cl,mg/mL,0.1
562,C(=O)(C(Cl)(Cl)Cl)O,mg/mL,100.0
563,CC(=O)OC1CC2CCC1(C2(C)C)C,mg/L,0.0097
564,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C.[Br-],ug/mL,0.0631
565,C1(=C(C(C(=C1Cl)Cl)(Cl)Cl)Cl)Cl,mg/mL,0.1
566,CC(C)C(C(C)(C)COC(=O)C(C)C)O,ml,0.0
567,C=CS(=O)(=O)C=C,mg/mL,100.0
568,C1C=CCS1(=O)=O,mg/mL,50.0
569,C(C(CO)(CO)N)O,mg/mL,79.1
570,CCOP(=S)(OCC)SC1C(OCCO1)SP(=S)(OCC)OCC,mg/mL,0.1
571,CC(C)C(=O)OC(C)(CCC=C(C)C)C=C,mg/L,0.01
572,C(C(CCl)Cl)OP(=O)(OCC(CCl)Cl)OCC(CCl)Cl,mg/L,0.0015
573,CC1=CC(=O)CC(C1)(C)C,mg/mL,0.1
574,CCC(C)(CCCC(C)C)O,mg/L,0.1889
575,CC(CBr)Br,mg/L,0.0014
576,CC(C)CO,mg/mL,50.0
577,CC(CCl)Cl,mg/mL,0.1
578,CCC(=O)C,mg/mL,100.0
579,CC(=O)C=C,mg/mL,100.0
580,CC(C#N)O,mg/mL,100.0
581,C=CC(=O)N,mg/mL,100.0
582,C=CC(=O)O,mg/mL,100.0
583,CC(=O)OC,mg/mL,100.0
584,C(C(Cl)Cl)(Cl)Cl,mg/mL,0.1
585,C(=C(F)Cl)(F)F,mg/L,0.004
586,C(C(=O)O)(Cl)Cl,mg/mL,100.0
587,CC(C)(C1=CC=CC=C1)OO,mg/mL,0.1
588,C1=CC(=CC=C1N)S(=O)(=O)NC2=NN=C(C=C2)Cl,ug/mL,0.035
589,CC1CCC(CC1)C(C)(C)OO,mg/mL,0.1
590,CC(=C)C(=O)OC,mg/mL,10.0
591,CC1=C(C(=O)CC1)O,ml,0.072
592,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C,mg/L,0.0
593,CCN(CC)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](CC)CC)C=C3O2)C4=CC=CC=C4C(=O)O,mg/mL,0.1
594,CC1=NC=C(C(=C1O)C(=O)O)CO,mg/L,4.337
595,CC1=CNC2=CC=CC=C12,ug/mL,0.0068
596,C1C[N+]2=CC=CC=C2C3=CC=CC=[N+]31.[Br-].[Br-],mg/mL,100.0
597,C1C[N+]2=CC=CC=C2C3=CC=CC=[N+]31,mg/mL,100.0
598,C1=CC=C2C(=C1)C=CC3=C2C=CC=N3,mg/mL,0.1
599,C1=CC=C(C=C1)C(=O)C2=C(C=CC(=C2)Cl)O,mg/L,0.0523
600,C1C=CCC2C1C(=O)NC2=O,mg/L,0.0042
601,C1=CC=C2C(=C1)C=CC=C2[N+](=O)[O-],mg/mL,0.1
602,C1=CC=C2C(=C1)C=CC=C2CC(=O)N,mg/mL,0.039
603,C1=CC=C2C(=C1)C=CC=C2CC(=O)O,mg/mL,0.039
604,CC(=O)NC1=C2C(=CSS2)N(C1=O)C,mg/mL,0.21
605,CC(C)COC(=O)C1=CC=CC=C1O,mg/L,0.0678
606,CN(C)CC1=CNC2=CC=CC=C21,mg/L,0.4811
607,C(=C(Cl)Cl)(C(=C(Cl)Cl)Cl)Cl,mg/mL,0.1
608,C1(C(C(C(C(C1Br)Br)Br)Br)Br)Cl,mg/mL,0.1
609,C1=C(C=C(C(=C1Cl)O)Cl)Cl,mg/mL,0.1
610,C=CN1CCCC1=O,mg/mL,100.0
611,C1=COC(=C1)C(=O)O,mg/mL,37.1
612,C1=CC=C(C(=C1)N)S(=O)(=O)O,mg/mL,10.0
